ID,Kingdom,PhylumDivision,Class,Order,Family,Genus,Species,CommonName,Nonindigenous,EarlyLifeMinerology,AdultMinerology,PugetSoundReference,EarlyLifeMineralReference,AdultMineralReference,SpeciesTaxonomyReference
1709,Animalia,Cnidaria,Anthozoa,Pennatulacea,Virgulariidae,Stylatula,elongata,Sea whip,,No mineralization,High Mg Calcite,Bradbury et al 2000; PSMEP_Benthic_Inverts((Gabb 1862)); WDFW Subtidal Survey,"Wilson et al 2002, Chia and Crawford 1977","Wilson et al 2002, UC Museum of Paleontology",ITIS
1710,Animalia,Porifera,Demospongiae,Halichondrida,Axinellidae,Stylissa,stipitata,Vase sponge,,Non-CaCO3 mineral,Non-CaCO3 mineral,"Palsson, Gotshall 2005",Assumed no CaCO3 structures as none in adult,Barnes et al 2001,ITIS
1711,Plantae,Rhodophyta,Stylonematophyceae,Stylonematales,Stylonemataceae,Stylonema,alsidii,,,No mineralization,No mineralization,Scagel et al 1989,Assumed no mineralization as none in adult,Bassi et al 2007,AlgaeBase
1712,Plantae,Rhodophyta,Stylonematophyceae,Stylonematales,Stylonemataceae,Stylonema,cornu-cervi,,,No mineralization,No mineralization,Scagel et al 1989,Assumed no mineralization as none in adult,Bassi et al 2007,AlgaeBase
1713,Animalia,Porifera,Demospongiae,Hadromerida,Suberitidae,Suberites,montiniger,Peach Ball Sponge,,Non-CaCO3 mineral,Non-CaCO3 mineral,Emerald Diving,Assumed no CaCO3 structures as none in adult,Barnes et al 2001,ITIS
1714,Animalia,Porifera,Demospongiae,Hadromerida,Suberitidae,Suberites,suberea,Rubber Sponge,,Non-CaCO3 mineral,Non-CaCO3 mineral,Race Rocks,Assumed no CaCO3 structures as none in adult,Barnes et al 2001,ITIS
1715,Animalia,Chordata,Actinopterygii,Gasterosteiformes,Syngnathidae,Syngnathus,leptorhynchus,Slendernosed/Bay pipefish,,Vertebrate,Vertebrate,"Chris Harvey, personal communication; WDFW Subtidal Survey",Vertebrate,Vertebrate,ITIS
1716,Animalia,Annelida,Errantia,Phyllodocida,Syllidae,Langerhansia,heterochaeta,,,No mineralization,No mineralization,Lie 1965,Assumed no mineralization as none in adult,"Lowenstam and Weiner 1989, Vinn et al 2008",ITIS
1717,Animalia,Annelida,Errantia,Phyllodocida,Syllidae,Syllis,cornuta,,,No mineralization,No mineralization,Lie 1965,Assumed no mineralization as none in adult,"Lowenstam and Weiner 1989, Vinn et al 2008",ITIS
1718,Animalia,Annelida,Errantia,Phyllodocida,Syllidae,Typosyllis,armillaris,,,No mineralization,No mineralization,Lie 1965; PSMEP_Benthic_Inverts((Mⁿller 1776)),Assumed no mineralization as none in adult,"Lowenstam and Weiner 1989, Vinn et al 2008",ITIS
1719,Animalia,Annelida,Errantia,Phyllodocida,Syllidae,Typosyllis,harti,,,No mineralization,No mineralization,Lie 1965,Assumed no mineralization as none in adult,"Lowenstam and Weiner 1989, Vinn et al 2008",ITIS
1720,Animalia,Arthropoda,Maxillopoda,Akentrogonida,Clistosaccidae,Sylon,hippolytes,,,High Mg Calcite,High Mg Calcite,WSU Beachwatchers,Wilt et al 2003,"Nichols 2009, Lowenstam and Weiner 1989",ITIS
1721,Animalia,Cnidaria,Hydrozoa,Leptothecatae,Sertulariidae,Symplectoscyphus,turgidus,Hydroid,,No mineralization,No mineralization,Race Rocks,Assumed no mineralization as none in adult,"Lowenstem and Weiner 1989, Geneve Museum",ITIS
1722,Animalia,Arthropoda,Malacostraca,Amphipoda,Oedicerotidae,Synchelidium,rectipalmum,Gammarid amphipod,,"High Mg Calcite, Amorphous","High Mg Calcite, Amorphous","Mickelson, personal communication",Wilt et al 2003,"Roer Dillaman 1984, Dillaman 2005, Bosselman, Raz 2002; even if no ACC in shell, likely ACC precursor",ITIS
1723,Animalia,Arthropoda,Malacostraca,Amphipoda,Oedicerotidae,Synchelidium,shoemakeri,Gammarid amphipod,,"High Mg Calcite, Amorphous","High Mg Calcite, Amorphous","Mickelson, personal communication",Wilt et al 2003,"Roer Dillaman 1984, Dillaman 2005, Bosselman, Raz 2002; even if no ACC in shell, likely ACC precursor",ITIS
1724,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Synchirus,gilli,Manacled sculpin,,Vertebrate,Vertebrate,"Chris Harvey, personal communication",Vertebrate,Vertebrate,ITIS
1725,Chromista,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Synedra,_intentionally left blank,Diatom,,Non-CaCO3 mineral,Non-CaCO3 mineral,"Rita Horner, personal communication",Assumed no CaCO3 structures as none in adult,Lowenstam and Weiner 1989,AlgaeBase
1726,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Synthliboramphus,antiquus,Ancient Murrelet,,Vertebrate,Vertebrate,Gaydos and Pearson 2011,Vertebrate,Vertebrate,ITIS
1727,Animalia,Porifera,Demospongiae,Poecilosclerida,Raspailiidae,Syringella,amphispicula,Yellow Branching Sponge,,Non-CaCO3 mineral,Non-CaCO3 mineral,Emerald Diving,Assumed no CaCO3 structures as none in adult,Barnes et al 2001,ITIS
1728,Chromista,Ochrophyta,Phaeophyceae,Syringodermatales,Syringodermataceae,Syringoderma,abyssicola,,,No mineralization,No mineralization,Scagel et al 1989,Assumed no mineralization as none in adult,Kraft et al 2004,AlgaeBase
1729,Chromista,Ochrophyta,Phaeophyceae,Syringodermatales,Syringodermataceae,Syringoderma,phinneyi,,,No mineralization,No mineralization,Scagel et al 1989,Assumed no mineralization as none in adult,Kraft et al 2004,AlgaeBase
1730,Animalia,Arthropoda,Pycnogonida,Pantopoda,Tanystylidae,Tanystylum,occidentalis,"Sea Spider, Pycnogonid",,No mineralization,No mineralization,WSU Beachwatchers,Assumed no mineralization as none in adult,Fahrenbach 1994,ITIS
1731,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Venerupis,philippinarum,Manila clam,Non-indigenous,"Amorphous, Aragonite",Aragonite,"Speck 2007, Cheney and Mumford 1986; PSMEP_Benthic_Inverts((A. Adams & Reeve 1850))","Lee et al 2006, Weiss et al 2002",Carter et al 1998,ITIS
1732,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Tayloriella,abyssalis,,,No mineralization,No mineralization,Scagel et al 1989,Assumed no mineralization as none in adult,Bassi et al 2007,AlgaeBase
1733,Animalia,Mollusca,Gastropoda,Patellogastropoda,Lottiidae,Tectura,persona,Mask limpet,,"Amorphous, Aragonite","Aragonite, Calcite",Emerald Diving,"Eyster 1986, Hasse et al 2000","Hedegaard et al 1997, Dodd 1967, Anistratenko 2007",ITIS
1734,Animalia,Mollusca,Gastropoda,Patellogastropoda,Lottiidae,Tectura,scutum,Plate limpet,,"Amorphous, Aragonite","Aragonite, Calcite",WSU Beachwatchers,"Eyster 1986, Hasse et al 2000","Hedegaard et al 1997, Dodd 1967, Anistratenko 2007",ITIS
1735,Animalia,Mollusca,Gastropoda,Patellogastropoda,Lottiidae,Tectura,fenestrata,"Fenestrate limpet, Chocolate limpet",,"Amorphous, Aragonite","Aragonite, Calcite",WSU Beachwatchers,"Eyster 1986, Hasse et al 2000","Hedegaard et al 1997, Dodd 1967, Anistratenko 2007",ITIS
1736,Animalia,Mollusca,Gastropoda,Archaeogastropoda,Trochidae,Tegula,funebralis,Black Turban Snail,,"Amorphous, Aragonite","Aragonite, Calcite",Race Rocks,"Eyster 1986, Hasse et al 2000","Gainey and Wise 1980, Kobayahi et al 1983",ITIS
1737,Animalia,Mollusca,Gastropoda,Archaeogastropoda,Trochidae,Tegula,pulligo,"Dusky Turban Snail, Dusky Tegula",,"Amorphous, Aragonite","Aragonite, Calcite",WSU Beachwatchers,"Eyster 1986, Hasse et al 2000","Gainey and Wise 1980, Kobayahi et al 1983",ITIS
1738,Animalia,Mollusca,Bivalvia,Veneroida,Tellinidae,Tellina,tenella,Plain tellin,,"Amorphous, Aragonite",Aragonite,Partridge et al 2005; PSMEP_Benthic_Inverts((Carpenter 1864)),"Lee et al 2006, Weiss et al 2002",Taylor et al 1969,ITIS
1739,Animalia,Mollusca,Bivalvia,Veneroida,Tellinidae,Tellina,nuculoides,Salmon tellin,,"Amorphous, Aragonite",Aragonite,"Mickelson, personal communication; PSMEP_Benthic_Inverts((Reeve 1854))","Lee et al 2006, Weiss et al 2002",Taylor et al 1969,ITIS
1740,Animalia,Arthropoda,Malacostraca,Decapoda,Atelecyclidae,Telmessus,cheiragonus,Hemlet Crab,,"High Mg Calcite, Amorphous","High Mg Calcite, Amorphous",Emerald Diving; PSMEP_Benthic_Inverts((Tilesius 1812)); WDFW Subtidal Survey,"Spicer and Eriksson 2003, McLaughlin Lemaitre2000","Roer and Dillaman 1984, Dillaman 2005, Bosselman; even if no ACC in shell, likely ACC precursor",ITIS
1741,Animalia,Annelida,Sedentaria,Canalipalpata,Trichobranchidae,Terebellides,stroemi,,,No mineralization,No mineralization,Lie 1965; PSMEP_Benthic_Inverts(Sars 1835),Assumed no mineralization as none in adult,"Lowenstam and Weiner 1989, Vinn et al 2008",ITIS
1742,Animalia,Brachiopoda,Rhynchonellata,Terebratulida,Laqueidae,Terebratalia,transversa,Lampshell brachiopod,,Calcite,Calcite,"Palsson, Gotshall 2005, Lamb and Hanby 2005; PSMEP_Benthic_Inverts((G. B. Sowerby I 1846))",Stricker and Reed 1985,Lowenstem and Weiner 1989,ITIS
1743,Animalia,Porifera,Demospongiae,Hadromerida,Tethydidae,Tethya,aurantia,Orange Ball Sponge,,Non-CaCO3 mineral,Non-CaCO3 mineral,Emerald Diving,Assumed no CaCO3 structures as none in adult,Barnes et al 2001,ITIS
1744,Plantae,Chlorophyta,Chlorodendrophyceae,Chlorodendrales,Chlorodendraceae,Tetraselmis,alacris,,,No mineralization,No mineralization,Scagel et al 1989,Assumed no mineralization as none in adult,"Becker et al 1994, Okuda 2002",AlgaeBase
1745,Plantae,Chlorophyta,Chlorodendrophyceae,Chlorodendrales,Chlorodendraceae,Tetraselmis,ascus,,,No mineralization,No mineralization,Scagel et al 1989,Assumed no mineralization as none in adult,"Becker et al 1994, Okuda 2002",AlgaeBase
1746,Plantae,Chlorophyta,Chlorodendrophyceae,Chlorodendrales,Chlorodendraceae,Tetraselmis,astigmatica,,,No mineralization,No mineralization,Scagel et al 1989,Assumed no mineralization as none in adult,"Becker et al 1994, Okuda 2002",AlgaeBase
1747,Plantae,Chlorophyta,Chlorodendrophyceae,Chlorodendrales,Chlorodendraceae,Tetraselmis,chui,,,No mineralization,No mineralization,Scagel et al 1989,Assumed no mineralization as none in adult,"Becker et al 1994, Okuda 2002",AlgaeBase
1748,Plantae,Chlorophyta,Chlorodendrophyceae,Chlorodendrales,Chlorodendraceae,Tetraselmis,maculata,,,No mineralization,No mineralization,Scagel et al 1989,Assumed no mineralization as none in adult,"Becker et al 1994, Okuda 2002",AlgaeBase
1749,Plantae,Chlorophyta,Chlorodendrophyceae,Chlorodendrales,Chlorodendraceae,Tetraselmis,marina,,,No mineralization,No mineralization,Scagel et al 1989,Assumed no mineralization as none in adult,"Becker et al 1994, Okuda 2002",AlgaeBase
1750,Chromista,Bacillariophyta,Bacillariophyceae,Thalassionematales,Thalassionemataceae,Thalassionema,nitzschioides,Diatom,,Non-CaCO3 mineral,Non-CaCO3 mineral,"Rita Horner, personal communication",Assumed no CaCO3 structures as none in adult,Lowenstam and Weiner 1989,AlgaeBase
1751,Chromista,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,aestivalis,Diatom,,Non-CaCO3 mineral,Non-CaCO3 mineral,"Rita Horner, personal communication",Assumed no CaCO3 structures as none in adult,Lowenstam and Weiner 1989,AlgaeBase
1752,Chromista,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,anguste-lineata,Diatom,,Non-CaCO3 mineral,Non-CaCO3 mineral,"Rita Horner, personal communication",Assumed no CaCO3 structures as none in adult,Lowenstam and Weiner 1989,AlgaeBase
1753,Chromista,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,pacifica,Diatom,,Non-CaCO3 mineral,Non-CaCO3 mineral,"Rita Horner, personal communication",Assumed no CaCO3 structures as none in adult,Lowenstam and Weiner 1989,AlgaeBase
1754,Chromista,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,eccentrica,Diatom,,Non-CaCO3 mineral,Non-CaCO3 mineral,"Rita Horner, personal communication",Assumed no CaCO3 structures as none in adult,Lowenstam and Weiner 1989,AlgaeBase
1755,Chromista,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,nordenskioeldii,Diatom,,Non-CaCO3 mineral,Non-CaCO3 mineral,"Rita Horner, personal communication",Assumed no CaCO3 structures as none in adult,Lowenstam and Weiner 1989,AlgaeBase
1756,Chromista,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,punctigera,Diatom,,Non-CaCO3 mineral,Non-CaCO3 mineral,"Rita Horner, personal communication",Assumed no CaCO3 structures as none in adult,Lowenstam and Weiner 1989,AlgaeBase
1757,Chromista,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,rotula,Diatom,,Non-CaCO3 mineral,Non-CaCO3 mineral,"Rita Horner, personal communication",Assumed no CaCO3 structures as none in adult,Lowenstam and Weiner 1989,AlgaeBase
1758,Chromista,Bacillariophyta,Bacillariophyceae,Thalassionematales,Thalassionemataceae,Thalassiothrix,_intentionally left blank,,,Non-CaCO3 mineral,Non-CaCO3 mineral,Race Rocks,Assumed no CaCO3 structures as none in adult,Lowenstam and Weiner 1989,AlgaeBase
1759,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,pacificus,Eulachon,,Vertebrate,Vertebrate,"Chris Harvey, personal communication",Vertebrate,Vertebrate,ITIS
1760,Animalia,Arthropoda,Maxillopoda,Harpacticoida,Thalestridae,Thalestris,longimana,,,No mineralization,No mineralization,"Keister, Yoder (unpublished)",Assumed no mineralization as none in adult,Fahrenbach 1994,ITIS
1761,Animalia,Arthropoda,Maxillopoda,Calanoida,Armadilloidea,Tharybis,fultoni,,,No mineralization,No mineralization,"Frost, unpublished",Assumed no mineralization as none in adult,Fahrenbach 1994,ITIS
1762,Animalia,Annelida,Sedentaria,Canalipalpata,Cirratulidae,Tharyx,multifilis,,,No mineralization,No mineralization,"Mickelson, personal communication",Assumed no mineralization as none in adult,"Lowenstam and Weiner 1989, Vinn et al 2008",ITIS
1763,Animalia,Annelida,Sedentaria,Canalipalpata,Terebellidae,Thelepus,crispus,Curly Terebellid Worm,,Non-CaCO3 mineral,Non-CaCO3 mineral,Intertidal Marine Invertebrates of South Puget Sound,Assumed no CaCO3 structures as none in adult,Lowenstam and Weiner 1989,ITIS
1764,Animalia,Annelida,Sedentaria,Canalipalpata,Terebellidae,Thelepus,japonicus,Spaghetti Worm,,Non-CaCO3 mineral,Non-CaCO3 mineral,WSU Beachwatchers,Assumed no CaCO3 structures as none in adult,Lowenstam and Weiner 1989,ITIS
1765,Animalia,Annelida,Sedentaria,Canalipalpata,Terebellidae,Thelepus,setosus,"Spaghetti Worm, Shell Binder Worm",,Non-CaCO3 mineral,Non-CaCO3 mineral,WSU Beachwatchers; PSMEP_Benthic_Inverts((Quatrefages 1866)),Assumed no CaCO3 structures as none in adult,Lowenstam and Weiner 1989,ITIS
1766,Animalia,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,chalcogrammus,Walleye pollock,,Vertebrate,Vertebrate,"Chris Harvey, personal communication",Vertebrate,Vertebrate,ITIS
1767,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Dumontiaceae,Thuretellopsis,peggiana,,,No mineralization,No mineralization,Scagel et al 1989,Assumed no mineralization as none in adult,Bassi et al 2007,AlgaeBase
1768,Animalia,Sipuncula,Sipunculidea,Golfingiiformes,Golfingiidae,Thysanocardia,nigra,,,No mineralization,No mineralization,Lie 1965; PSMEP_Benthic_Inverts((Ikeda 1904)),Assumed no mineralization as none in adult,Cutler 1994,ITIS
1769,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,longipes,,,"High Mg Calcite, Amorphous","High Mg Calcite, Amorphous","Frost, unpublished; PSMEP_Benthic_Inverts(Brandt 1851)",Wilt et al 2003,"Roer and Dillaman 1984, Dillaman 2005, Bosselman; even if no ACC in shell, likely ACC precursor",ITIS
1770,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,raschii,,,"High Mg Calcite, Amorphous","High Mg Calcite, Amorphous","Frost, unpublished; PSMEP_Benthic_Inverts((M. Sars 1864))",Wilt et al 2003,"Roer and Dillaman 1984, Dillaman 2005, Bosselman; even if no ACC in shell, likely ACC precursor",ITIS
1771,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,spinifera,,,"High Mg Calcite, Amorphous","High Mg Calcite, Amorphous","Frost, unpublished",Wilt et al 2003,"Roer and Dillaman 1984, Dillaman 2005, Bosselman; even if no ACC in shell, likely ACC precursor",ITIS
1772,Chromista,Ciliophora,Ciliatea,Gymnostomatida,Colepidae,Tiarina,fusus,,,No mineralization,No mineralization,"Rita Horner, personal communication",Assumed no mineralization as none in adult,Lowenstem and Weiner 1989,AlgaeBase
1773,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Wrangeliaceae,Tiffaniella,snyderae,,,No mineralization,No mineralization,Scagel et al 1989,Assumed no mineralization as none in adult,Bassi et al 2007,AlgaeBase
1774,Animalia,Arthropoda,Maxillopoda,Harpacticoida,Harpacticidae,Tigriopus,californicus,Harpacticoid,,No mineralization,No mineralization,Race Rocks,Assumed no mineralization as none in adult,Fahrenbach 1994,ITIS
1775,Chromista,Ciliophora,Spirotrichea,Tintinnida,Tintinnidae,Tintinnus,pacifica,Diatom,,Non-CaCO3 mineral,Non-CaCO3 mineral,"Rita Horner, personal communication",Assumed no CaCO3 structures as none in adult,Lowenstam and Weiner 1989,AlgaeBase
1776,Animalia,Arthropoda,Maxillopoda,Harpacticoida,Tisbidae,Tisbe,_intentionally left blank,,,No mineralization,No mineralization,Shilshole,Assumed no mineralization as none in adult,Fahrenbach 1994,ITIS
1777,Plantae,Rhodophyta,Florideophyceae,Corallinales,Corallinaceae,Titanoderma,ascripticia,,,No mineralization,High Mg Calcite,Scagel et al 1989,Borowitzka and Vesk 1978; guess,Bassi et al 2007,AlgaeBase
1778,Plantae,Rhodophyta,Florideophyceae,Corallinales,Corallinaceae,Titanoderma,dispar,,,No mineralization,High Mg Calcite,Scagel et al 1989,Borowitzka and Vesk 1978; guess,Bassi et al 2007,AlgaeBase
1779,Animalia,Mollusca,Gastropoda,Nudibranchia,Tritoniidae,Tochuina,tetraquetra,,,"Amorphous, Aragonite",No mineralization,Palsson,"Eyster 1986, Hasse et al 2000",California Academy of Sciences,ITIS
1780,Animalia,Mollusca,Polyplacophora,Chitonida,Ischnochitonidae,Tonicella,lineata,Lined Chiton,,Aragonite,Aragonite,Emerald Diving,"Shanks 2001, Henry et al 2004",Lowenstam and Weiner 1989,ITIS
1781,Animalia,Mollusca,Polyplacophora,Chitonida,Ischnochitonidae,Tonicella,undocaerulea,Blue Lined Chiton,,Aragonite,Aragonite,Emerald Diving,"Shanks 2001, Henry et al 2004",Lowenstam and Weiner 1989,WoRMS
1782,Animalia,Mollusca,Polyplacophora,Chitonida,Ischnochitonidae,Tonicella,insignis,"White-lined Chiton, Red Chiton",,Aragonite,Aragonite,WSU Beachwatchers,"Shanks 2001, Henry et al 2004",Lowenstam and Weiner 1989,ITIS
1783,Animalia,Arthropoda,Maxillopoda,Calanoida,Tortanidae,Tortanus,discaudatus,,,No mineralization,No mineralization,Shilshole,Assumed no mineralization as none in adult,Fahrenbach 1994,ITIS
1784,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Transennella,tantilla,Purple transennella,,"Amorphous, Aragonite","Aragonite, Calcite",Harvey et al 2010,"Lee et al 2006, Weiss et al 2002",Carter et al 1998,ITIS
1785,Animalia,Arthropoda,Malacostraca,Amphipoda,Talitridae,Traskorchestia,traskiana,Beach Hopper,,"High Mg Calcite, Amorphous","High Mg Calcite, Amorphous",WSU Beachwatchers,Wilt et al 2003,"Roer Dillaman 1984, Dillaman 2005, Bosselman, Raz 2002; even if no ACC in shell, likely ACC precursor",ITIS
1786,Animalia,Annelida,Sedentaria,Scolecida,Opheliidae,Travisia,pupa,,,No mineralization,No mineralization,Lie 1965; PSMEP_Benthic_Inverts(Moore 1906),Assumed no mineralization as none in adult,"Lowenstam and Weiner 1989, Vinn et al 2008",ITIS
1787,Animalia,Annelida,Sedentaria,Scolecida,Opheliidae,Travisia,brevis,,,No mineralization,No mineralization,Lie 1965; PSMEP_Benthic_Inverts(Moore 1923),Assumed no mineralization as none in adult,"Lowenstam and Weiner 1989, Vinn et al 2008",ITIS
1788,Animalia,Mollusca,Bivalvia,Veneroida,Mactridae,Tresus,nuttallii,Horse clam,,"Amorphous, Aragonite",Aragonite,Cheney and Mumford 1986,"Lee et al 2006, Weiss et al 2002",Taylor et al 1969,ITIS
1789,Animalia,Mollusca,Bivalvia,Veneroida,Mactridae,Tresus,capax,Fat Gaper,,"Amorphous, Aragonite",Aragonite,Emerald Diving; PSMEP_Benthic_Inverts((Gould 1850)),"Lee et al 2006, Weiss et al 2002",Carter et al 1998,ITIS
1790,Animalia,Bryozoa,Gymnolaemata,Cheilostomata,Scrupocellariidae,Tricellaria,occidentalis,,,"Caclite, Aragonite","Calcite, Aragonite",Shellenberger and Ross,"Ostrovskii 2004, Smith et al 1998; Young brood in calcified ovicell on adult",Smith et al 1998,ITIS
1791,Chromista,Bacillariophyta,Coscinodiscophyceae,Triceratiales,Triceratiaceae,Triceratium,_intentionally left blank,Diatom,,Non-CaCO3 mineral,Non-CaCO3 mineral,"Rita Horner, personal communication",Assumed no CaCO3 structures as none in adult,Lowenstam and Weiner 1989,AlgaeBase
