ID,Kingdom,PhylumDivision,Class,Order,Family,Genus,Species,CommonName,Nonindigenous,EarlyLifeMinerology,AdultMinerology,PugetSoundReference,EarlyLifeMineralReference,AdultMineralReference,SpeciesTaxonomyReference
1600,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Ceramiaceae,Scagelia,pylaisaei,,,No mineralization,No mineralization,Scagel et al 1989,Assumed no mineralization as none in adult,Bassi et al 2007,AlgaeBase
1601,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Ceramiaceae,Scagelonema,parasiticum,,,No mineralization,No mineralization,Scagel et al 1989,Assumed no mineralization as none in adult,Bassi et al 2007,AlgaeBase
1602,Animalia,Annelida,Sedentaria,Canalipalpata,Scalibregmatidae,Scalibregma,inflatum,,,No mineralization,No mineralization,Lie 1965,Assumed no mineralization as none in adult,"Lowenstam and Weiner 1989, Vinn et al 2008",ITIS
1603,Animalia,Annelida,Sedentaria,Canalipalpata,Ampharetidae,Schistocomus,hiltoni,,,No mineralization,No mineralization,Lie 1965; PSMEP_Benthic_Inverts(Chamberlin 1919),Assumed no mineralization as none in adult,"Lowenstam and Weiner 1989, Vinn et al 2008",ITIS
1604,Animalia,Annelida,Sedentaria,Canalipalpata,Sabellidae,Schizobranchia,insignis,Split-Branch Feather Duster Worm,,Non-CaCO3 mineral,Non-CaCO3 mineral,Emerald Diving; PSMEP_Benthic_Inverts(Bush 1905),Assumed no CaCO3 structures as none in adult,Lowenstam and Weiner 1989,ITIS
1605,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Schizochlaenion,rhodotrichum,,,No mineralization,No mineralization,Scagel et al 1989,Assumed no mineralization as none in adult,Bassi et al 2007,AlgaeBase
1606,Animalia,Bryozoa,Gymnolaemata,Cheilostomata,Schizoporellidae,Schizoporella,unicornis,,Non-indigenous,"Caclite, Aragonite","Calcite, Aragonite",C. Mills; PSMEP_Benthic_Inverts((Johnston in Wood 1844)),"Ostrovskii 2004, Smith et al 1998; Young brood in calcified ovicell on adult",Smith et al 1998,ITIS
1607,Plantae,Rhodophyta,Florideophyceae,Nemastomatales,Schizymeniaceae,Schizymenia,pacifica,,,No mineralization,No mineralization,Scagel et al 1989,Assumed no mineralization as none in adult,Bassi et al 2007,AlgaeBase
1608,Plantae,Rhodophyta,Florideophyceae,Nemaliales,Scinaiaceae,Scinaia,confusa,,,No mineralization,No mineralization,Scagel et al 1989,Assumed no mineralization as none in adult,Bassi et al 2007,AlgaeBase
1609,Animalia,Annelida,Sedentaria,Canalipalpata,Terebellidae,Scionella,japonica,,,Non-CaCO3 mineral,Non-CaCO3 mineral,Lie 1965; PSMEP_Benthic_Inverts(Moore 1903),Assumed no CaCO3 structures as none in adult,Lowenstam and Weiner 1989,ITIS
1610,Animalia,Annelida,Sedentaria,Scolecida,Orbiniidae,Leitoscoloplos,pugettensis,,,Non-CaCO3 mineral,Non-CaCO3 mineral,Lie 1965; PSMEP_Benthic_Inverts((Pettibone 1957)),Assumed no CaCO3 structures as none in adult,Lowenstam and Weiner 1989,ITIS
1611,Animalia,Arthropoda,Maxillopoda,Calanoida,Scolecitrichidae,Scolecithricella,minor,,,No mineralization,No mineralization,Damkaer 1964,Assumed no mineralization as none in adult,Fahrenbach 1994,ITIS
1612,Animalia,Annelida,Sedentaria,Scolecida,Orbiniidae,Scoloplos,acmeceps,,,Non-CaCO3 mineral,Non-CaCO3 mineral,"Mickelson, personal communication; PSMEP_Benthic_Inverts(Chamberlin 1919)",Assumed no CaCO3 structures as none in adult,Lowenstam and Weiner 1989,ITIS
1613,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Scorpaenichthys,marmoratus,Cabezon,,Vertebrate,Vertebrate,Race Rocks; WDFW Subtidal Survey,Vertebrate,Vertebrate,ITIS
1614,Chromista,Miozoa,Dinophyceae,Peridiniales,Thoracosphaeraceae,Scrippsiella,trochoidea,,,Calcite,Calcite,"Rita Horner, personal communication",D'Onofrio et al 1999; cyst,Blaxter et al 1980,AlgaeBase
1615,Animalia,Porifera,Calcarea,Leucosolenida,Sycettidae,Scypha,ciliata,Tubular Vase Sponge,,High Mg Calcite,High Mg Calcite,Emerald Diving,Animal Diversity Web; mostly a guess,Encyclopedia of Life,ITIS
1616,Animalia,Arthropoda,Malacostraca,Decapoda,Majidae,Scyra,acutifrons,Sharpnose Crab,,"High Mg Calcite, Amorphous","High Mg Calcite, Amorphous",Emerald Diving; WDFW Subtidal Survey,"Spicer and Eriksson 2003, McLaughlin Lemaitre2000","Roer and Dillaman 1984, Dillaman 2005, Bosselman; even if no ACC in shell, likely ACC precursor",ITIS
1617,Chromista,Ochrophyta,Phaeophyceae,Ectocarpales,Scytosiphonaceae,Scytosiphon,dotyi,,,No mineralization,No mineralization,Scagel et al 1989,Assumed no mineralization as none in adult,Kraft et al 2004,AlgaeBase
1618,Chromista,Ochrophyta,Phaeophyceae,Ectocarpales,Scytosiphonaceae,Scytosiphon,lomentaria,,,No mineralization,No mineralization,Scagel et al 1989,Assumed no mineralization as none in adult,Kraft et al 2004,AlgaeBase
1619,Animalia,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Lirabuccinum,dirum,Spindle whelk,,"Amorphous, Aragonite",Aragonite,Race Rocks; PSMEP_Benthic_Inverts((Reeve 1846)),"Eyster 1986, Hasse et al 2000",Bandel in Carter 1990,ITIS
1620,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Sebastes,nigrocinctus,Tiger Rockfish,,Vertebrate,Vertebrate,Race Rocks,Vertebrate,Vertebrate,ITIS
1621,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Sebastes,melanops,Black rockfish,,Vertebrate,Vertebrate,Race Rocks; WDFW Subtidal Survey,Vertebrate,Vertebrate,ITIS
1622,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Sebastes,maliger,Quillback rockfish,,Vertebrate,Vertebrate,Race Rocks; WDFW Subtidal Survey,Vertebrate,Vertebrate,ITIS
1623,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Sebastes,caurinus,Copper rockfish,,Vertebrate,Vertebrate,"Chris Harvey, personal communication; WDFW Subtidal Survey",Vertebrate,Vertebrate,ITIS
1624,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Sebastes,auriculatus,Brown rockfish,,Vertebrate,Vertebrate,"Chris Harvey, personal communication; WDFW Subtidal Survey",Vertebrate,Vertebrate,ITIS
1625,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Sebastes,miniatus,Vermilion rockfish,,Vertebrate,Vertebrate,"Chris Harvey, personal communication",Vertebrate,Vertebrate,ITIS
1626,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Sebastes,paucispinis,Bocaccio,,Vertebrate,Vertebrate,"Chris Harvey, personal communication",Vertebrate,Vertebrate,ITIS
1627,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Sebastes,elongatus,Greenstriped rockfish,,Vertebrate,Vertebrate,"Chris Harvey, personal communication",Vertebrate,Vertebrate,ITIS
1628,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Sebastes,pinniger,Canary rockfish,,Vertebrate,Vertebrate,"Chris Harvey, personal communication",Vertebrate,Vertebrate,ITIS
1629,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Sebastes,nebulosus,China rockfish,,Vertebrate,Vertebrate,"Chris Harvey, personal communication",Vertebrate,Vertebrate,ITIS
1630,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Sebastes,ruberrimus,Yelloweye rockfish,,Vertebrate,Vertebrate,"Chris Harvey, personal communication",Vertebrate,Vertebrate,ITIS
1631,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Sebastes,proriger,Redstripe rockfish,,Vertebrate,Vertebrate,"Chris Harvey, personal communication",Vertebrate,Vertebrate,ITIS
1632,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Sebastes,flavidus,Yellowtail rockfish,,Vertebrate,Vertebrate,"Chris Harvey, personal communication",Vertebrate,Vertebrate,ITIS
1633,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Sebastes,mystinus,Blue rockfish,,Vertebrate,Vertebrate,Emerald Diving,Vertebrate,Vertebrate,ITIS
1634,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Sebastes,emphaeus,Puget Sound rockfish,,Vertebrate,Vertebrate,Emerald Diving,Vertebrate,Vertebrate,ITIS
1635,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Sebastes,rosaceus,Rosy Rockfish,,Vertebrate,Vertebrate,Emerald Diving,Vertebrate,Vertebrate,ITIS
1636,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Sebastes,entomelas,Widow Rockfish,,Vertebrate,Vertebrate,Emerald Diving,Vertebrate,Vertebrate,ITIS
1637,Animalia,Mollusca,Bivalvia,Veneroida,Semelidae,Semele,rubropicta,Rose painted semele,,"Amorphous, Aragonite",Aragonite,"Mickelson, personal communication; PSMEP_Benthic_Inverts(Dall 1871); WDFW Subtidal Survey","Lee et al 2006, Weiss et al 2002",Taylor et al 1969,ITIS
1638,Animalia,Arthropoda,Maxillopoda,Sessilia,Archaeobalanidae,Semibalanus,cariosus,Thatched/Rock/Horse Barnacle,,High Mg Calcite,High Mg Calcite,Race Rocks,Wilt et al 2003,"Nichols 2009, Lowenstam and Weiner 1989",ITIS
1639,Animalia,Arthropoda,Malacostraca,Decapoda,Sergestidae,Sergia,tenuiremis,Ocean sergestid,,"High Mg Calcite, Amorphous","High Mg Calcite, Amorphous",WSU Beachwatchers,"Spicer and Eriksson 2003, McLaughlin Lemaitre2000","Roer and Dillaman 1984, Dillaman 2005, Bosselman; even if no ACC in shell, likely ACC precursor",ITIS
1640,Animalia,Annelida,Sedentaria,Canalipalpata,Serpulidae,Serpula,columbiana,Calcareous Tube Worm,,No mineralization,"Aragonite, Calcite",Emerald Diving; PSMEP_Benthic_Inverts(Johnson 1901),Trudinger and Swaine 1979; mostly a guess,Vinn et al 2008,WoRMS
1641,Animalia,Annelida,Sedentaria,Canalipalpata,Serpulidae,Serpula,vermicularis,Calcareous Tube Worm,,No mineralization,"Aragonite, Calcite",Race Rocks,Trudinger and Swaine 1979; Guess,Vinn et al 2008,ITIS
1642,Plantae,Rhodophyta,Florideophyceae,Corallinales,Corallinaceae,Serraticardia,macmillanii,,,No mineralization,High Mg Calcite,Scagel et al 1989,Borowitzka and Vesk 1978; guess,"Guinotte and Fabry 2008, Jokiel et al. 2008",AlgaeBase
1643,Animalia,Mollusca,Bivalvia,Veneroida,Cardiidae,Serripes,groenlandicus,Greenland cockle,,"Amorphous, Aragonite",Aragonite,"Mickelson, personal communication","Lee et al 2006, Weiss et al 2002",Taylor et al 1969,ITIS
1644,Animalia,Annelida,Errantia,Phyllodocida,Pilargidae,Sigambra,tentaculata,,,No mineralization,No mineralization,Lie 1965,Assumed no mineralization as none in adult,"Lowenstam and Weiner 1989, Vinn et al 2008",ITIS
1645,Animalia,Mollusca,Bivalvia,Veneroida,Pharidae,Siliqua,patula,"Pacific/Northwest Razor Clam, Giant Pod",,"Amorphous, Aragonite",Aragonite,WSU Beachwatchers,"Lee et al 2006, Weiss et al 2002",Carter et al 1998,ITIS
1646,Chromista,Bacillariophyta,Mediophyceae,Thalassiosirales,Skeletonemaceae,Skeletonema,costatum,Diatom,,Non-CaCO3 mineral,Non-CaCO3 mineral,"Rita Horner, personal communication",Assumed no CaCO3 structures as none in adult,Lowenstam and Weiner 1989,AlgaeBase
1647,Plantae,Rhodophyta,Compsopogonophyceae,Erythropeltales,Erythropeltidaceae,Smithora,naiadum,,,No mineralization,No mineralization,Scagel et al 1989,Assumed no mineralization as none in adult,Bassi et al 2007,AlgaeBase
1648,Animalia,Echinodermata,Asteroidea,Spinulosida,Solasteridae,Solaster,dawsoni,Morning sun star,,Amorphous,"High Mg Calcite, Amorphous",Palsson,"Politi 2004, Fabry et al 2008","Dickson et al 2004, Dupont et al 2008, Clark et al 2009",ITIS
1649,Animalia,Echinodermata,Asteroidea,Spinulosida,Solasteridae,Solaster,stimpsoni,StimpsonÆs sun starfish,,Amorphous,"High Mg Calcite, Amorphous",Mauzey et al 1968; PSMEP_Benthic_Inverts(Verrill 1880),"Politi 2004, Fabry et al 2008","Dickson et al 2004, Dupont et al 2008, Clark et al 2009",ITIS
1650,Animalia,Echinodermata,Asteroidea,Spinulosida,Solasteridae,Solaster,endeca,Northern sun star,,Amorphous,"High Mg Calcite, Amorphous",Race Rocks,"Politi 2004, Fabry et al 2008","Dickson et al 2004, Dupont et al 2008, Clark et al 2009",ITIS
1651,Animalia,Mollusca,Bivalvia,Solemyoida,Solemyidae,Solemya,reidi,Gutless Awning-Clam,,"Amorphous, Aragonite",Aragonite,WSU Beachwatchers,"Lee et al 2006, Weiss et al 2002",Hall and Kennedy 1967,ITIS
1652,Animalia,Mollusca,Bivalvia,Veneroida,Solenidae,Solen,sicarius,Jack knife clam,,"Amorphous, Aragonite",Aragonite,"Mickelson, personal communication; PSMEP_Benthic_Inverts(Gould 1850); WDFW Subtidal Survey","Lee et al 2006, Weiss et al 2002",Taylor et al 1969,ITIS
1653,Animalia,Cnidaria,Hydrozoa,Narcomedusae,Cuninidae,Solmissus,marshalli,Jelly,,No mineralization,No mineralization,Race Rocks,Assumed no mineralization as none in adult,"Lowenstem and Weiner 1989, Geneve Museum",ITIS
1654,Chromista,Ochrophyta,Phaeophyceae,Ectocarpales,Chordariaceae,Soranthera,ulvoidea,Studded Sea Balloon,,No mineralization,No mineralization,WSU Beachwatchers,Assumed no mineralization as none in adult,Kraft et al 2004,AlgaeBase
1655,Plantae,Rhodophyta,Florideophyceae,Rhodymeniales,Rhodymeniaceae,Sparlingia,pertusa,Red Eyelet Silk,,No mineralization,No mineralization,Emerald Diving,Assumed no mineralization as none in adult,Bassi et al 2007,AlgaeBase
1656,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Spartina,anglica,Cordgrass,Non-indigenous,No mineralization,No mineralization,C. Mills,Assumed no mineralization as none in adult,NA,AlgaeBase
1657,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Spartina,alterniflora,Cordgrass,Non-indigenous,No mineralization,No mineralization,C. Mills,Assumed no mineralization as none in adult,NA,AlgaeBase
1658,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Spartina,patens,Cordgrass,Non-indigenous,No mineralization,No mineralization,C. Mills,Assumed no mineralization as none in adult,NA,AlgaeBase
1659,Chromista,Ochrophyta,Phaeophyceae,Sphacelariales,Sphacelariaceae,Sphacelaria,norrisii,,,No mineralization,No mineralization,Scagel et al 1989,Assumed no mineralization as none in adult,Kraft et al 2004,AlgaeBase
1660,Chromista,Ochrophyta,Phaeophyceae,Sphacelariales,Sphacelariaceae,Sphacelaria,racemosa,,,No mineralization,No mineralization,Scagel et al 1989,Assumed no mineralization as none in adult,Kraft et al 2004,AlgaeBase
1661,Chromista,Ochrophyta,Phaeophyceae,Sphacelariales,Sphacelariaceae,Sphacelaria,rigidula,,,No mineralization,No mineralization,Scagel et al 1989,Assumed no mineralization as none in adult,Kraft et al 2004,AlgaeBase
1662,Animalia,Annelida,Errantia,Phyllodocida,Sphaerodoridae,Sphaerodoropsis,sphaerulifer,,,No mineralization,No mineralization,Lie 1965; PSMEP_Benthic_Inverts((Moore 1911)),Assumed no mineralization as none in adult,"Lowenstam and Weiner 1989, Vinn et al 2008",ITIS
1663,Chromista,Ochrophyta,Phaeophyceae,Ectocarpales,Chordariaceae,Sphaerotrichia,divaricata,,,No mineralization,No mineralization,Scagel et al 1989,Assumed no mineralization as none in adult,Kraft et al 2004,AlgaeBase
1664,Animalia,Annelida,Sedentaria,Canalipalpata,Chaetopteridae,Spiochaetopterus,costarum,,,No mineralization,No mineralization,"Laetz et al 1998, Lie 1965; PSMEP_Benthic_Inverts((Berkeley 1927))",Assumed no mineralization as none in adult,"Lowenstam and Weiner 1989, Vinn et al 2008",ITIS
1665,Animalia,Annelida,Sedentaria,Canalipalpata,Chaetopteridae,Spiochaetopterus,typicus,,,No mineralization,No mineralization,Lie 1965,Assumed no mineralization as none in adult,"Lowenstam and Weiner 1989, Vinn et al 2008",ITIS
1666,Animalia,Annelida,Sedentaria,Canalipalpata,Spionidae,Spiophanes,bombyx,Bristleworm,,No mineralization,No mineralization,Laetz et al 1998,Assumed no mineralization as none in adult,"Lowenstam and Weiner 1989, Vinn et al 2008",ITIS
1667,Animalia,Annelida,Sedentaria,Canalipalpata,Spionidae,Spiophanes,berkeleyorum,,,No mineralization,No mineralization,Lie 1965; PSMEP_Benthic_Inverts(Pettibone 1962),Assumed no mineralization as none in adult,"Lowenstam and Weiner 1989, Vinn et al 2008",ITIS
1668,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Spirinchus,thaleichthys,Longfin smelt,,Vertebrate,Vertebrate,"Chris Harvey, personal communication",Vertebrate,Vertebrate,ITIS
1669,Animalia,Arthropoda,Malacostraca,Decapoda,Hippolytidae,Spirontocaris,lamellicornis,Dana's deep bladed shrimp,,"High Mg Calcite, Amorphous","High Mg Calcite, Amorphous",Palsson; PSMEP_Benthic_Inverts((Dana 1852)),"Spicer and Eriksson 2003, McLaughlin Lemaitre2000","Roer and Dillaman 1984, Dillaman 2005, Bosselman; even if no ACC in shell, likely ACC precursor",ITIS
1670,Animalia,Arthropoda,Malacostraca,Decapoda,Hippolytidae,Spirontocaris,prionota,Deep Blade Shrimp,,"High Mg Calcite, Amorphous","High Mg Calcite, Amorphous",Emerald Diving; PSMEP_Benthic_Inverts((Stimpson 1864)),"Spicer and Eriksson 2003, McLaughlin Lemaitre2000","Roer and Dillaman 1984, Dillaman 2005, Bosselman; even if no ACC in shell, likely ACC precursor",ITIS
1671,Animalia,Annelida,Sedentaria,Canalipalpata,Serpulidae,Spirorbis,_intentionally left blank,Spiral Tube Worm,,No mineralization,"Aragonite, Calcite",Intertidal Marine Invertebrates of South Puget Sound,Trudinger and Swaine 1979; guess mostly,Vinn et al 2008,ITIS
1672,Animalia,Mollusca,Bivalvia,Veneroida,Mactridae,Simomactra,falcata,Hooked surfclam,,"Amorphous, Aragonite",Aragonite,"Mickelson, personal communication; PSMEP_Benthic_Inverts((Gould 1850))","Lee et al 2006, Weiss et al 2002",Taylor et al 1969,ITIS
1673,Chromista,Ochrophyta,Phaeophyceae,Ectocarpales,Ectocarpaceae,Spongonema,tomentosum,,,No mineralization,No mineralization,Scagel et al 1989,Assumed no mineralization as none in adult,Kraft et al 2004,AlgaeBase
1674,Animalia,Chordata,Chondrichthyes,Squaliformes,Squalidae,Squalus,suckleyi,Spiny dogfish,,Vertebrate,Vertebrate,Pietsch and Orr 2015; WDFW Subtidal Survey,Vertebrate,Vertebrate,ITIS
1675,Animalia,Annelida,Errantia,Eunicida,Dorvilleidae,Schistomeringos,japonica,,,No mineralization,No mineralization,Lie 1965,Assumed no mineralization as none in adult,"Lowenstam and Weiner 1989, Vinn et al 2008",ITIS
1676,Animalia,Annelida,Errantia,Eunicida,Dorvilleidae,Schistomeringos,rudolphi,,,No mineralization,No mineralization,Lie 1965,Assumed no mineralization as none in adult,"Lowenstam and Weiner 1989, Vinn et al 2008",ITIS
1677,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Phyllophoraceae,Stenogramme,interrupta,,,No mineralization,No mineralization,Scagel et al 1989,Assumed no mineralization as none in adult,"Bassi et al 2007, Blaxter et al 1980",AlgaeBase
1678,Chromista,Bacillariophyta,Coscinodiscophyceae,Stephanopyxales,Stephanopyxidaceae,Stephanopyxis,nipponica,Diatom,,Non-CaCO3 mineral,Non-CaCO3 mineral,"Rita Horner, personal communication",Assumed no CaCO3 structures as none in adult,Lowenstam and Weiner 1989,AlgaeBase
1679,Chromista,Bacillariophyta,Coscinodiscophyceae,Stephanopyxales,Stephanopyxidaceae,Stephanopyxis,palmeriana,Diatom,,Non-CaCO3 mineral,Non-CaCO3 mineral,"Rita Horner, personal communication",Assumed no CaCO3 structures as none in adult,Lowenstam and Weiner 1989,AlgaeBase
1680,Chromista,Bacillariophyta,Coscinodiscophyceae,Stephanopyxales,Stephanopyxidaceae,Stephanopyxis,turris,Diatom,,Non-CaCO3 mineral,Non-CaCO3 mineral,"Rita Horner, personal communication",Assumed no CaCO3 structures as none in adult,Lowenstam and Weiner 1989,AlgaeBase
1681,Animalia,Arthropoda,Maxillopoda,Calanoida,Stephidae,Stephos,pacificus,,,No mineralization,No mineralization,Shilshole,Assumed no mineralization as none in adult,Fahrenbach 1994,ITIS
1682,Animalia,Chordata,Aves,Charadriiformes,Laridae,Hydroprogne,caspia,Caspian Tern,,Vertebrate,Vertebrate,Gaydos and Pearson 2011,Vertebrate,Vertebrate,ITIS
1683,Animalia,Annelida,Sedentaria,Canalipalpata,Sternaspidae,Sternaspis,scutata,,,No mineralization,No mineralization,"Mickelson, personal communication",Assumed no mineralization as none in adult,"Lowenstam and Weiner 1989, Vinn et al 2008",ITIS
1684,Animalia,Annelida,Sedentaria,Canalipalpata,Sternaspidae,Sternaspis,fossor,,,No mineralization,No mineralization,Lie 1965,Assumed no mineralization as none in adult,"Lowenstam and Weiner 1989, Vinn et al 2008",ITIS
1685,Animalia,Annelida,Errantia,Phyllodocida,Sigalionidae,Sthenelais,tertiaglabra,,,No mineralization,No mineralization,Lie 1965; PSMEP_Benthic_Inverts(Moore 1910),Assumed no mineralization as none in adult,"Lowenstam and Weiner 1989, Vinn et al 2008",ITIS
1686,Animalia,Annelida,Errantia,Phyllodocida,Sigalionidae,Sthenelais,articulata,,,No mineralization,No mineralization,Lie 1965,Assumed no mineralization as none in adult,"Lowenstam and Weiner 1989, Vinn et al 2008",ITIS
1687,Chromista,Ochrophyta,Phaeophyceae,Ectocarpales,Chordariaceae,Stictyosiphon,tortillis,,,No mineralization,No mineralization,Scagel et al 1989,Assumed no mineralization as none in adult,Kraft et al 2004,AlgaeBase
1688,Animalia,Cnidaria,Anthozoa,Actiniaria,Actinostolidae,Stomphia,didemon,Swimming/Cowardly Anemone,,No mineralization,No mineralization,Emerald Diving,Medina et al 2006,Medina et al 2006,ITIS
1689,Animalia,Cnidaria,Anthozoa,Actiniaria,Actinostolidae,Stomphia,coccinea,Spotted Swimming Anemone,,No mineralization,No mineralization,WSU Beachwatchers,Medina et al 2006,Medina et al 2006,ITIS
1690,Chromista,Ochrophyta,Phaeophyceae,Ectocarpales,Chordariaceae,Streblonema,desmarestitiae,,,No mineralization,No mineralization,Scagel et al 1989,Assumed no mineralization as none in adult,Kraft et al 2004,AlgaeBase
1691,Chromista,Ochrophyta,Phaeophyceae,Ectocarpales,Chordariaceae,Streblonema,pacificum,,,No mineralization,No mineralization,Scagel et al 1989,Assumed no mineralization as none in adult,Kraft et al 2004,AlgaeBase
1692,Chromista,Ochrophyta,Phaeophyceae,Ectocarpales,Chordariaceae,Streblonema,porphyrae,,,No mineralization,No mineralization,Scagel et al 1989,Assumed no mineralization as none in adult,Kraft et al 2004,AlgaeBase
1693,Chromista,Ochrophyta,Phaeophyceae,Ectocarpales,Chordariaceae,Streblonema,rugosum,,,No mineralization,No mineralization,Scagel et al 1989,Assumed no mineralization as none in adult,Kraft et al 2004,AlgaeBase
1694,Chromista,Ochrophyta,Phaeophyceae,Ectocarpales,Chordariaceae,Streblonema,transfixum,,,No mineralization,No mineralization,Scagel et al 1989,Assumed no mineralization as none in adult,Kraft et al 2004,AlgaeBase
1695,Chromista,Ochrophyta,Phaeophyceae,Ectocarpales,Chordariaceae,Streblonema,vorax,,,No mineralization,No mineralization,Scagel et al 1989,Assumed no mineralization as none in adult,Kraft et al 2004,AlgaeBase
1696,Animalia,Annelida,Sedentaria,Canalipalpata,Terebellidae,Streblosoma,bairdi,,,Non-CaCO3 mineral,Non-CaCO3 mineral,Lie 1965; PSMEP_Benthic_Inverts((Malmgren 1866)),Assumed no CaCO3 structures as none in adult,Lowenstam and Weiner 1989,ITIS
1697,Animalia,Annelida,Sedentaria,Canalipalpata,Spionidae,Streblospio,benedicti,,Non-indigenous,No mineralization,No mineralization,C. Mills; PSMEP_Benthic_Inverts(Webster 1879),Assumed no mineralization as none in adult,"Lowenstam and Weiner 1989, Vinn et al 2008",ITIS
1698,Chromista,Bacillariophyta,Bacillariophyceae,Striatellales,Striatellaceae,Striatella,unipunctata,Diatom,,Non-CaCO3 mineral,Non-CaCO3 mineral,"Rita Horner, personal communication",Assumed no CaCO3 structures as none in adult,Lowenstam and Weiner 1989,AlgaeBase
1699,Animalia,Echinodermata,Echinoidea,Echinoida,Strongylocentrotidae,Strongylocentrotus,droebachiensis,Green sea urchin,,Amorphous,"High Mg Calcite, Amorphous",Palsson; PSMEP_Benthic_Inverts((O. F. Mⁿller 1776)); WDFW Subtidal Survey,"Politi 2004, Fabry et al 2008","Dickson et al 2004, Dupont et al 08, Clark etal 09",ITIS
1700,Animalia,Echinodermata,Echinoidea,Echinoida,Strongylocentrotidae,Strongylocentrotus,franciscanus,Red sea urchin,,Amorphous,"High Mg Calcite, Amorphous",Palsson; WDFW Subtidal Survey,"Politi 2004, Fabry et al 2008","Dickson et al 2004, Dupont et al 08, Clark etal 09",ITIS
1701,Animalia,Echinodermata,Echinoidea,Echinoida,Strongylocentrotidae,Strongylocentrotus,pallidus,Pallid sea urchin,,Amorphous,"High Mg Calcite, Amorphous",Palsson,"Politi 2004, Fabry et al 2008","Dickson et al 2004, Dupont et al 08, Clark etal 09",ITIS
1702,Animalia,Echinodermata,Echinoidea,Echinoida,Strongylocentrotidae,Strongylocentrotus,purpuratus,Purple sea urchin,,Amorphous,"High Mg Calcite, Amorphous",Palsson; PSMEP_Benthic_Inverts((Stimpson 1857)); WDFW Subtidal Survey,"Politi 2004, Fabry et al 2008","Dickson et al 2004, Dupont et al 08, Clark etal 09",ITIS
1703,Animalia,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Styela,gibbsii,Peanut Sea Squirt,,No mineralization,No mineralization,Emerald Diving; PSMEP_Benthic_Inverts((Stimpson 1864)),"Lowenstem and Weiner 1989, Brookfield 1988","Lowenstem and Weiner 1989, Brookfield 1988, Lambert",ITIS
1704,Animalia,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Styela,montereyensis,Stalked Tunicate,,No mineralization,No mineralization,Emerald Diving,"Lowenstem and Weiner 1989, Brookfield 1988","Lowenstem and Weiner 1989, Brookfield 1988, Lambert",ITIS
1705,Animalia,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Styela,clava,,Non-indigenous,No mineralization,No mineralization,C. Mills,"Lowenstem and Weiner 1989, Brookfield 1988","Lowenstem and Weiner 1989, Brookfield 1988, Lambert",ITIS
1706,Animalia,Cnidaria,Hydrozoa,Anthoathecatae,Stylasteridae,Stylantheca,papillosa,,,Aragonite,Aragonite,Reference missing,Rogers and Thomas 2001,Cairns and MacIntyre 1992,ITIS
1707,Animalia,Cnidaria,Hydrozoa,Anthoathecatae,Stylasteridae,Stylaster,_intentionally left blank,,,Aragonite,"Aragonite, High Mg Calcite","Emerald Diving, Race Rocks",Rogers and Thomas 2001,Cairns and MacIntyre 1992,ITIS
1708,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Stylasterias,forreri,Long Ray Star,,Amorphous,"High Mg Calcite, Amorphous",Emerald Diving; WDFW Subtidal Survey,"Politi 2004, Fabry et al 2008","Dickson et al 2004, Dupont et al 08, Clark etal 09",ITIS
